price,quantity,type
100.791,16,buy
108.955,67,sell
103.436,12,buy
102.22,76,sell
103.994,5,sell
102.546,97,buy
108.583,60,sell
106.644,23,sell
90.3333,70,buy
94.9239,21,sell
107.793,11,sell
90.348,39,buy
95.8749,99,sell
107.561,49,sell
96.745,73,sell
96.3632,89,sell
97.6862,8,sell
92.8841,21,sell
106.677,59,sell
101.515,51,buy
96.8759,49,buy
99.0091,97,buy
95.907,44,sell
108.097,96,buy
106.414,40,buy
101.05,3,sell
103.277,78,buy
107.37,7,buy
106.411,93,sell
106.971,11,buy
104.377,98,buy
97.9254,33,sell
108.836,3,buy
93.5083,29,buy
103.619,57,buy
96.5996,75,buy
95.4804,48,sell
101.069,37,sell
106.751,44,buy
91.7041,68,buy
95.1823,84,buy
95.8518,62,buy
107.221,68,buy
93.1176,22,buy
90.6121,58,buy
108.876,68,buy
107.831,18,buy
104.036,19,buy
106.681,82,buy
100.581,74,sell
97.9786,32,sell
100.118,23,sell
99.6243,80,buy
108.935,84,sell
105.262,28,sell
108.094,37,sell
93.5564,5,buy
94.9272,18,sell
101.063,22,buy
101.264,99,buy
95.7785,53,buy
99.4182,87,sell
107.807,82,buy
96.8969,55,buy
101.306,93,sell
108.401,68,sell
96.2606,12,buy
95.3765,72,buy
104.005,81,buy
109.942,61,sell
108.875,83,sell
95.207,29,buy
94.2568,14,sell
100.316,87,buy
95.5297,91,sell
100.848,83,buy
103.079,70,sell
100.979,16,sell
104.564,79,buy
103.935,68,sell
95.6496,37,sell
105.543,2,sell
109.569,6,sell
107.924,14,buy
99.454,27,buy
106.424,98,buy
104.566,16,buy
92.8743,11,buy
90.9726,2,buy
99.1453,57,sell
96.366,88,sell
108.833,77,sell
108.621,37,sell
101.696,96,buy
104.645,23,sell
103.458,32,buy
102.717,100,sell
91.2416,27,buy
93.6375,66,sell
95.1332,88,buy
92.9792,61,sell
97.3089,74,sell
90.5762,91,buy
90.8748,57,sell
95.3831,59,sell
109.791,71,buy
99.9605,26,buy
104.654,15,sell
92.4193,68,buy
109.512,25,buy
98.6377,59,buy
106.051,30,buy
107.259,11,sell
90.8756,28,sell
102.617,11,buy
100.109,78,buy
109.699,9,sell
102.357,93,sell
107.15,43,sell
103.593,64,sell
107.295,4,buy
95.8419,13,buy
96.9727,63,buy
93.3937,49,buy
107.311,57,buy
103.596,26,sell
109.764,96,sell
101.177,76,buy
99.0692,93,buy
108.316,94,buy
99.2004,53,buy
97.1211,62,sell
97.775,11,buy
96.6658,37,buy
96.6822,46,sell
109.93,92,buy
95.6235,28,buy
108.343,29,sell
91.1238,42,buy
91.5893,66,sell
90.9313,39,sell
106.771,40,buy
96.55,82,buy
102.309,73,sell
97.2707,84,sell
104.753,44,buy
107.825,96,sell
94.0675,61,sell
96.0892,39,sell
106.452,85,sell
90.1149,17,sell
102.402,95,sell
109.55,99,sell
104.05,15,buy
97.0254,6,buy
102.779,89,sell
96.0385,62,sell
96.2122,12,sell
97.9907,5,sell
105.415,12,buy
93.8595,92,sell
91.9608,23,sell
105.607,31,sell
90.3702,45,sell
93.1511,29,sell
94.2425,4,buy
106.077,69,sell
107.148,60,sell
105.491,26,sell
92.5482,92,sell
99.7958,72,sell
94.5436,91,sell
97.2121,2,sell
91.8909,29,sell
100.351,65,sell
106.248,31,buy
97.3067,18,buy
105.044,53,sell
98.6499,64,sell
105.809,40,buy
95.2554,53,sell
107.423,84,sell
98.9092,52,buy
97.6376,30,sell
98.5996,86,sell
103.323,94,sell
107.086,11,sell
103.877,94,sell
100.254,69,sell
98.3343,33,buy
98.7721,62,buy
109.209,48,buy
108.079,88,sell
107.595,100,sell
104.093,3,buy
96.352,34,buy
93.3636,46,buy
94.9668,6,buy
101.683,77,buy
90.9631,82,sell
109.662,26,sell
105.156,19,buy
108.554,65,buy
105.772,54,buy
91.3145,22,sell
108.1,6,buy
108.217,79,buy
102.991,97,buy
96.3503,73,sell
92.4353,28,buy
94.8878,78,sell
104.748,78,buy
100.842,27,sell
98.2882,57,sell
107.931,78,sell
102.833,61,sell
108.727,36,sell
106.027,16,sell
103.05,99,sell
94.118,9,sell
109.843,22,sell
96.9522,9,sell
101.82,87,buy
106.307,59,sell
98.2115,42,sell
90.1838,58,buy
105.892,84,sell
107.861,44,sell
103.772,5,sell
100.986,11,sell
106.944,68,buy
106.221,19,buy
108.409,51,buy
106.195,71,sell
108.416,71,sell
106.952,11,buy
99.198,47,sell
92.2307,98,sell
92.3994,11,sell
94.2032,5,sell
105.153,41,buy
98.3686,34,sell
97.0903,71,sell
109.819,41,sell
96.2104,23,sell
107.558,23,sell
104.439,3,sell
102.897,46,buy
106.247,14,sell
94.5153,87,sell
90.8987,33,buy
93.3737,50,sell
109.652,34,buy
102.253,51,buy
92.8165,84,buy
90.5645,43,sell
96.6497,23,sell
95.1332,86,buy
94.5105,64,buy
91.4712,48,buy
97.991,6,buy
98.9148,62,sell
93.403,43,sell
94.0249,59,sell
109.366,25,buy
105.876,44,buy
101.217,3,buy
102.667,60,sell
100.735,69,buy
97.7765,84,sell
98.1033,22,sell
96.4368,2,buy
109.277,4,sell
108.272,85,sell
101.054,45,buy
101.18,17,buy
101.667,41,buy
100.405,98,buy
90.2839,32,buy
99.2327,84,sell
109.805,25,sell
105.947,70,buy
102.327,84,buy
92.9835,77,sell
90.2565,31,buy
91.9178,43,sell
94.0352,100,buy
106.236,8,buy
90.2595,94,buy
109.957,64,sell
96.431,1,sell
90.362,81,sell
94.1949,62,buy
100.245,17,sell
107.54,63,buy
99.2389,76,sell
94.2238,81,buy
109.334,74,sell
99.7507,23,buy
108.863,49,sell
96.5315,34,buy
108.364,91,buy
98.7678,37,sell
106.083,29,sell
97.6174,61,sell
98.2111,13,buy
96.9261,89,sell
107.393,70,buy
102.205,41,buy
102.076,20,sell
90.0114,35,buy
102.131,25,buy
94.7986,35,buy
104.316,61,sell
90.5539,12,buy
100.709,19,sell
104.309,26,buy
97.8436,52,buy
90.5866,75,sell
91.488,95,buy
102.185,64,sell
101.362,37,buy
108.638,8,buy
104.004,97,buy
98.7035,53,buy
93.9699,59,sell
96.0627,33,sell
93.9787,96,sell
100.747,23,buy
108.44,1,buy
91.7077,94,buy
102.25,65,buy
103.562,58,sell
94.1462,86,buy
109.178,81,buy
103.398,11,buy
91.6264,21,sell
96.9628,33,buy
103.998,38,sell
109.383,19,buy
95.4573,83,buy
102.079,69,sell
96.32,76,buy
108.965,44,buy
92.7676,30,buy
92.7927,40,sell
109.647,83,sell
107.395,34,sell
94.1971,33,sell
92.0924,26,buy
104.716,49,sell
94.7035,73,buy
92.9001,23,sell
98.4344,71,sell
92.9509,57,sell
98.1963,38,buy
109.368,14,sell
106.714,75,buy
109.582,35,buy
91.9615,94,sell
95.1588,37,buy
105.202,91,buy
107.725,30,buy
98.2305,11,sell
97.5198,43,buy
91.1274,32,sell
101.366,96,buy
90.4804,33,sell
101.82,93,buy
109.667,52,sell
91.5264,60,sell
101.522,30,sell
103.475,37,buy
109.072,25,buy
109.117,62,buy
93.8616,93,buy
101.81,15,buy
108.823,61,sell
100.708,89,sell
100.663,12,sell
105.717,27,buy
91.5383,13,buy
93.7455,21,sell
108.873,98,sell
108.468,6,buy
93.4807,74,buy
102.02,49,sell
97.8547,77,buy
106.46,89,buy
98.7941,87,sell
94.0089,13,sell
100.431,5,sell
92.8216,36,sell
108.349,20,sell
99.3536,92,sell
104.245,80,buy
98.1868,21,sell
107.392,65,buy
92.0912,59,sell
96.289,97,sell
106.518,20,sell
107.905,79,buy
99.18,11,sell
97.46,52,buy
102.509,1,buy
94.332,67,buy
107.367,32,sell
106.407,80,buy
108.954,88,sell
97.875,98,buy
105.772,22,buy
91.7536,19,sell
99.008,29,buy
104.9,19,sell
103.243,85,buy
106.547,5,sell
100.677,33,buy
94.5095,61,buy
96.0694,6,sell
97.3734,8,buy
91.3037,92,buy
95.5285,33,sell
97.4344,65,buy
92.3426,34,sell
93.7071,37,sell
99.7295,27,sell
93.2064,43,sell
102.266,80,sell
106.569,61,sell
109.258,86,buy
90.2817,6,sell
97.373,8,sell
102.633,12,buy
92.7334,94,sell
105.078,51,sell
92.6881,82,buy
93.93,60,sell
107.809,7,buy
105.416,95,sell
90.4082,25,buy
90.5145,84,sell
97.1004,53,buy
96.1693,11,buy
102.024,67,buy
96.0081,19,buy
95.0464,37,sell
98.1675,45,sell
108.875,35,sell
105.293,89,sell
100.813,76,sell
106.303,100,buy
108.76,56,sell
90.2232,25,buy
109.587,36,sell
104.266,34,sell
91.4717,58,sell
90.0643,18,buy
94.2046,2,sell
107.142,1,sell
104.123,15,buy
95.0957,3,buy
100.907,57,buy
105.876,38,buy
94.9352,42,sell
92.511,3,buy
107.371,2,sell
107.55,95,buy
108.937,56,buy
99.7238,31,sell
91.979,6,sell
105.847,29,sell
105.334,95,sell
107.789,36,buy
91.1878,94,sell
93.4073,62,sell
108.299,22,sell
99.0816,33,sell
105.826,51,sell
101.227,16,sell
100.893,85,buy
90.0526,40,sell
91.0677,33,sell
94.0709,22,buy
108.602,50,buy
109.555,21,sell
99.3344,6,buy
95.9987,52,sell
102.641,13,sell
109.394,9,buy
96.4116,17,sell
105.392,58,buy
97.202,19,sell
109.461,87,buy
107.751,15,sell
91.2262,16,buy
101.778,3,buy
107.928,18,buy
107.266,48,buy
90.1595,76,sell
101.268,79,sell
100.229,52,buy
109.464,65,buy
98.1891,78,sell
109.375,29,buy
108.439,6,buy
106.641,12,buy
91.7138,48,buy
98.2129,20,sell
90.7438,100,buy
108.386,41,buy
91.6839,2,buy
92.0806,84,buy
105.207,64,buy
109.406,100,sell
102.977,63,sell
96.8794,33,sell
94.9532,70,buy
93.0029,71,buy
107.953,16,buy
90.5693,18,sell
104.417,8,sell
91.3003,23,buy
98.3176,77,sell
105.364,30,sell
106.166,80,sell
100.322,62,buy
102.015,24,buy
94.4732,37,sell
98.9104,37,sell
105.269,77,sell
103.334,12,buy
91.4882,73,buy
91.0883,39,sell
93.4905,43,sell
99.3787,4,buy
105.492,40,sell
105.751,17,sell
92.5979,55,buy
93.1575,16,sell
90.7721,26,buy
101.044,95,sell
101.149,54,buy
99.1591,91,sell
107.557,86,buy
103.275,72,buy
90.0655,1,buy
107.609,78,sell
103.965,97,buy
107.426,36,buy
90.5398,81,buy
107.852,86,buy
94.6578,81,sell
101.045,48,buy
99.9895,48,buy
108.022,95,buy
92.1939,70,buy
90.3354,43,sell
104.701,44,sell
109.98,44,buy
105.415,66,buy
101.617,94,buy
105.386,14,sell
109.88,54,buy
109.529,68,buy
90.229,29,buy
105.395,53,buy
107.853,67,sell
92.6917,62,sell
104.958,94,buy
90.1542,61,sell
105.914,82,buy
101.651,88,buy
100.652,71,sell
91.7085,46,buy
99.2628,16,buy
101.416,34,sell
109.026,11,buy
104.326,80,sell
99.9229,38,sell
98.245,99,sell
109.328,17,buy
103.815,88,sell
102.489,82,sell
90.6461,11,buy
98.0252,65,sell
107.519,67,sell
101.988,38,buy
109.261,21,buy
99.3335,59,sell
106.173,95,sell
100.686,60,buy
101.729,66,buy
99.3003,8,buy
107.433,13,sell
95.622,67,sell
92.0159,72,sell
99.9164,12,sell
102.011,78,sell
98.1949,82,buy
98.5273,72,sell
105.34,63,buy
104.008,63,buy
105.627,90,sell
108.861,99,sell
104.656,51,buy
108.365,5,sell
107.246,95,sell
92.4038,41,buy
102.749,72,buy
109.918,58,buy
98.665,56,buy
94.2566,38,sell
90.2316,61,buy
100.609,38,sell
96.0823,84,sell
108.138,23,buy
99.0579,97,buy
91.1086,54,buy
91.7811,27,sell
100.449,70,buy
107.606,62,buy
104.544,87,sell
107.8,62,sell
101.101,17,buy
99.0293,54,sell
99.8369,7,buy
105.995,7,sell
103.472,95,buy
101.164,31,sell
104.184,62,sell
96.0677,49,buy
93.1402,70,sell
101.836,8,buy
94.6771,33,buy
109.129,75,sell
99.1462,28,sell
108.865,79,sell
90.6896,91,buy
95.9608,57,sell
102.9,29,sell
108.77,79,sell
99.5367,15,sell
100.666,32,buy
92.0371,8,sell
103.051,47,buy
91.2069,75,sell
102.017,21,buy
93.5575,85,sell
102.852,71,buy
97.6161,79,sell
97.4456,47,sell
95.7639,68,sell
94.7107,44,buy
91.736,58,sell
106.584,49,sell
96.3797,68,sell
102.764,18,buy
108.64,46,sell
92.9145,27,buy
106.118,83,buy
95.5818,50,buy
93.0789,95,sell
97.3507,48,sell
103.35,51,buy
103.259,9,buy
97.167,25,buy
94.3638,83,sell
103.069,46,buy
108.94,28,sell
104.906,83,sell
93.4935,38,buy
90.8192,22,sell
92.6918,64,sell
105.884,12,sell
108.576,5,buy
96.5956,3,sell
104.338,65,buy
96.5845,94,buy
107.99,63,buy
91.3616,98,sell
102.125,27,buy
99.2982,71,sell
92.7598,81,buy
98.7655,86,buy
98.6889,93,buy
101.602,43,buy
91.3081,3,buy
105.384,39,sell
109.137,75,sell
107.967,93,sell
104.606,25,sell
91.3403,90,sell
94.8003,69,buy
108.167,7,sell
99.6068,56,buy
106.24,9,buy
108.689,65,buy
102.973,61,buy
99.6334,91,sell
106.314,49,buy
93.8606,27,buy
100.454,72,buy
97.2414,83,buy
90.584,89,sell
101.117,29,buy
96.2092,24,buy
93.2234,62,buy
91.66,14,buy
91.7506,68,sell
96.8512,5,sell
95.2415,3,buy
108.199,19,buy
100.94,87,buy
108.749,57,buy
107.254,92,sell
103.884,61,buy
93.286,33,buy
99.7483,30,buy
91.5138,63,buy
90.0581,91,buy
102.845,82,buy
104.948,16,buy
100.947,21,sell
94.7779,8,sell
105.849,36,buy
105.539,25,buy
106.509,82,sell
91.7813,18,buy
109.607,33,sell
105.258,7,buy
91.2001,71,sell
108.764,99,buy
104.007,15,sell
91.4179,47,sell
100.506,34,sell
106.357,49,buy
107.202,46,buy
91.4563,9,sell
100.279,23,buy
98.1259,41,sell
99.1544,75,sell
97.4821,93,sell
100.643,83,sell
103.721,82,sell
97.9483,68,buy
97.144,23,sell
102.568,2,buy
99.032,14,sell
94.3799,36,buy
105.928,11,buy
91.5257,22,buy
109.216,2,sell
93.5589,37,buy
102.97,27,sell
109.707,73,sell
95.3682,70,sell
99.1095,87,buy
101.008,4,sell
91.5648,1,buy
100.383,39,buy
99.6565,33,sell
103.771,47,sell
103.12,21,buy
97.3218,35,buy
109.767,83,sell
91.8877,52,buy
99.2145,76,sell
106.12,79,sell
90.8848,11,sell
100.786,60,buy
90.2752,25,buy
102.494,34,buy
100.356,40,buy
96.6409,4,sell
108.733,98,buy
105.255,55,sell
106.895,49,sell
103.745,78,buy
103.949,19,sell
98.8679,93,buy
108.02,52,sell
91.2769,12,buy
100.317,28,buy
101.81,83,sell
98.766,55,buy
92.6922,38,buy
91.1399,40,buy
107.601,5,sell
93.4277,85,sell
107.28,97,buy
96.8477,41,buy
90.0746,86,sell
93.7478,14,buy
91.22,58,sell
101.061,62,buy
107.664,41,buy
103.061,37,sell
91.411,13,sell
93.9266,40,sell
95.1544,57,buy
107.758,88,sell
104.791,82,buy
109.212,47,sell
96.9239,45,buy
101.03,85,sell
105.4,57,sell
92.9244,43,sell
92.8915,95,buy
109.532,67,sell
99.4697,65,sell
99.2489,43,sell
102.792,5,sell
91.0374,52,buy
97.2325,64,buy
109.742,28,sell
93.5507,70,sell
92.6169,58,sell
103.024,73,sell
109.476,71,sell
101.676,72,buy
95.4892,9,buy
105.827,71,sell
107.273,92,sell
106.303,36,buy
104.726,7,buy
104.373,94,buy
100.543,37,sell
105.783,35,sell
96.0592,49,sell
96.7934,65,sell
98.7997,62,sell
95.0231,52,buy
105.584,33,sell
107.568,32,buy
97.2741,26,buy
91.0852,30,buy
95.8818,27,buy
98.5274,3,buy
98.1166,5,sell
93.0542,66,buy
105.827,78,buy
109.175,76,sell
101.577,24,buy
108.006,87,buy
94.9115,83,buy
108.981,48,sell
99.45,99,buy
93.0381,67,buy
98.9784,40,sell
95.7449,27,buy
95.225,41,buy
91.4216,7,buy
104.532,96,sell
96.0913,62,sell
90.3308,34,buy
107.358,4,buy
96.9979,81,sell
99.0188,83,buy
98.5202,10,sell
101.478,2,sell
109.134,40,sell
92.1901,53,sell
93.8553,68,buy
98.9558,77,buy
96.2388,47,buy
97.5431,87,buy
100.521,16,buy
93.9829,63,buy
107.239,36,buy
93.2681,74,buy
91.6077,92,buy
99.1975,83,buy
99.0401,95,sell
101.49,42,buy
103.88,9,buy
105.602,100,sell
94.354,85,buy
107.571,57,buy
91.2553,74,buy
109.591,100,sell
93.5812,50,sell
98.6679,73,buy
99.1841,1,sell
107.988,34,buy
101.864,45,sell
102.162,38,sell
98.5562,16,sell
107.583,48,buy
108.643,71,sell
95.3477,76,sell
91.8714,5,buy
91.7877,91,buy
105.269,59,buy
93.7312,96,buy
100.905,74,buy
94.087,26,buy
96.9515,88,buy
107.489,52,buy
90.5902,36,sell
103.232,34,sell
97.3237,27,buy
93.0798,11,sell
98.3978,54,buy
95.1775,15,buy
92.5879,13,buy
108.441,78,buy
97.5031,95,buy
105.844,91,sell
101.53,80,sell
95.5321,66,buy
96.5197,40,sell
105.316,62,sell
90.9916,17,sell
100.751,47,buy
98.7719,93,sell
97.2944,46,sell
100.658,87,sell
102.733,12,sell
105.551,45,sell
101.738,46,buy
108.194,43,buy
95.9909,1,buy
95.2965,22,buy
98.5382,86,sell
107.621,50,buy
100.843,33,sell
106.658,36,buy
106.808,60,buy
108.01,80,sell
103.496,12,sell
102.507,49,sell
107.48,98,buy
95.1033,73,buy
98.6262,51,sell
101.513,6,buy
108.237,36,sell
105.718,46,sell
90.7975,91,buy
102.11,46,buy
102.761,2,sell
103.558,24,sell
99.6695,76,sell
92.3583,77,buy
104.38,88,buy
93.4099,21,sell
106.058,60,sell
100.68,33,sell
108.723,19,buy
100.243,28,sell
103.724,71,buy
103.178,38,buy
94.2427,31,buy
91.6289,38,buy
108.86,22,sell
109.379,22,sell
105.595,89,buy
104.303,20,sell
90.4447,7,buy
101.733,99,buy
93.3617,21,sell
97.3218,89,sell
100.611,6,sell
108.52,34,sell
108.993,57,sell
94.9213,95,buy
103.051,24,sell
92.5574,22,sell
95.3158,56,sell
109.841,10,sell
96.9165,78,buy
101.575,28,buy
97.1401,1,buy
90.9283,87,buy
95.508,67,buy
99.7344,19,sell
103.345,22,buy
104.144,6,sell
109.464,31,sell
100.297,72,buy
106.127,36,sell
91.9291,9,sell
106.995,90,sell
98.0819,14,buy
97.2433,87,sell
105.36,28,sell
103.536,68,buy
106.727,86,buy
95.9101,53,buy
109.115,73,buy
105.201,25,buy
94.9713,7,buy
102.64,40,sell
98.8286,86,buy
104.597,94,buy
99.0833,65,buy
97.8172,26,sell
108.97,75,buy
97.5399,62,sell
105.628,9,sell
105.279,79,sell
94.9074,67,buy
96.9913,82,sell
103.702,93,sell
90.6378,30,buy
98.8335,31,sell
93.6443,74,sell
98.1165,69,sell
105.22,100,buy
103.126,68,sell
97.6901,1,buy
100.625,73,buy
99.6111,68,sell
104.93,67,sell
92.8335,100,buy
100.323,21,buy
108.87,92,sell
100.458,72,sell
95.5206,75,buy
98.3516,85,buy
99.9194,35,buy
100.223,81,buy
95.6687,66,sell
95.5279,67,buy
101.903,59,sell
102.814,65,buy
98.4835,25,buy
92.6673,43,buy
105.528,32,buy
105.565,87,buy
90.5926,72,sell
98.6799,32,sell
102.262,78,buy
93.8217,34,buy
106.433,98,sell
104.926,13,buy
95.9498,17,sell
100.436,87,sell
102.671,51,buy
91.1409,56,buy
108.345,84,sell
94.5004,40,buy
100.787,81,buy
102.063,59,sell
101.115,93,sell
96.8727,35,buy
98.0376,64,sell
109.535,56,buy
105.512,67,sell
100.705,24,sell
99.1509,48,sell
94.842,58,buy
91.3758,81,buy
105.325,44,sell
106.188,7,buy
98.5008,48,sell
108.94,70,sell
97.069,47,buy
105.218,86,buy
91.8753,62,buy
93.7449,67,buy
98.6135,57,buy
102.694,43,buy
99.9363,74,buy
91.3666,3,buy
101.584,67,sell
107.001,13,buy
105.144,76,buy
105.034,40,sell
98.0171,67,buy
93.5949,2,sell
103.378,39,sell
102.085,25,sell
92.1409,58,buy
107.484,67,sell
106.759,71,buy
97.919,73,sell
97.9059,87,buy
108.85,39,sell
94.4349,60,buy
107.995,3,sell
102.004,88,buy
104.525,44,sell
106.606,60,buy
109.281,79,sell
107.144,63,buy
93.0902,3,sell
95.9344,4,buy
104.326,2,buy
104.673,23,sell
108.695,41,sell
94.3312,88,sell
109.482,66,buy
90.7406,77,sell
104.699,50,sell
108.815,17,sell
104.384,43,buy
105.384,59,sell
102.483,70,sell
98.0466,2,buy
108.336,41,sell
103.674,12,buy
98.4609,92,buy
97.5193,41,sell
106.783,66,sell
98.8266,41,buy
92.9463,16,sell
100.659,53,buy
92.6991,39,buy
103.292,59,sell
109.448,26,buy
104.599,32,sell
94.1344,92,buy
103.607,12,sell
109.572,18,buy
94.1379,72,sell
109.806,98,buy
92.6652,71,sell
102.966,99,buy
106.306,34,sell
106.85,98,sell
90.1407,87,buy
96.3993,88,buy
97.8474,87,buy
108.59,68,sell
102.632,73,sell
96.1154,3,buy
99.5256,85,buy
91.6151,71,sell
104.774,79,sell
109.79,43,buy
106.419,34,sell
94.6505,80,buy
106.279,35,buy
92.8345,52,sell
96.1771,63,sell
101.053,77,sell
99.3353,82,sell
94.3633,89,sell
92.1614,100,buy
93.0202,28,buy
95.5214,63,sell
99.4086,20,sell
93.6441,69,buy
101.342,49,buy
94.5756,28,sell
104.563,8,sell
100.366,42,buy
95.0805,24,buy
100.677,44,sell
100.717,62,sell
94.1595,55,sell
96.6627,49,buy
108.349,78,buy
100.899,89,buy
103.948,61,buy
106.136,40,sell
98.77,55,buy
99.4945,48,sell
106.131,35,buy
106.859,83,sell
101.51,15,sell
94.2771,55,buy
108.976,39,buy
90.309,10,sell
104.045,70,buy
101.641,4,buy
101.226,41,sell
92.7795,46,sell
94.7619,43,buy
105.686,94,sell
95.4,2,sell
91.6765,68,sell
106.319,17,buy
98.2353,9,buy
90.5265,3,buy
92.5924,75,buy
104.56,75,sell
94.6925,52,buy
92.3461,20,sell
94.944,98,buy
108.925,44,sell
99.8703,95,sell
99.3439,33,sell
93.8667,46,buy
95.2512,60,buy
93.2862,66,sell
96.8788,69,buy
96.9639,11,sell
99.7365,59,buy
104.225,3,buy
91.2533,23,buy
102.723,83,sell
97.1493,64,sell
97.1326,50,sell
100.891,21,buy
92.3676,4,sell
107.905,7,buy
97.5027,24,sell
105.161,58,buy
104.628,1,buy
106.794,43,sell
90.1182,92,sell
109.61,56,sell
104.653,17,sell
103.447,74,buy
98.3486,15,buy
107.644,51,buy
107.137,93,sell
108.07,66,sell
